"code","display_name","brands","countries","categories","ingredients_text","nova_group","nutriscore_grade","ecoscore_grade","energy_kcal_100g","sugars_100g","salt_100g","game_ready","review_status","review_notes","source_dataset"
"5000137487908","The Original Cracker","Ritz Bakery","United Kingdom, United States","snacks, salty-snacks, sweet-snacks, appetizers, biscuits-and-cakes, biscuits, da:crackers","Wheat flour, sunflower oil 22 %, sugar, glucose-fructose syrup, raising agents (calcium phosphates, ammonium carbonates, sodium carbonates, potassium carbonates), salt, barley malt flour. May contain egg, milk, sesame.","4","d","b","490.0","8.3","1.3","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3760049794373","PAIN MIE SANDWICH BIO* COMPLET Sans sucres ajoutés 500G","Bien","France","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pains,Pains de mie,en:Packaged breads,Pains complets,Pains de mie complet","Farine complète de BLÉ*/** 59%, eau, GLUTEN DE BLÉ*, huile de tournesol*, levure, arôme naturel d'AVOINE*(contient alcool*), sel, vinaigre d'alcool*, farine de BLÉ*/**0,3%, levure désactivée, antioxydant : acide ascorbique. Traces éventuelles d'œufs, lait et soja. *Ingrédients issus de l'Agriculture Biologique. **Ingrédients issus du commerce équitable français.","4","a","a-plus","252.0","1.9","0.99","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3229820144160","Levure de bière & sélénium","Gayelord Hauser","France, en:morocco","Additifs alimentaires, Compléments alimentaires, Levures de bière","Levure de bière (gluten) 77%, germe de blé 20%, anti-agglomérant : dioxyde de silicium, levures (gluten) riches en zinc et en sélénium, vitamine E.","4","not-applicable","c","315.0","3.8","0.125","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"5000189363069","After Eight","Nestlé","France, Germany, Switzerland, en:morocco","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolates, Dark chocolates, Filled chocolates, Filled dark chocolates","Zucker, Kakaomasse, Glukosesirup, pflanzliche Fette (Palm, Shea), Kakaobutter, Butterreinfett, Magermilchpulver, Molkenerzeugnis, Stabilisator Invertase, Emulgator Lecithine, Pfefferminzöl, Salz, Säuerungsmittel Citronensäure.","4","e","e","426.0","67.8","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"5000119684257","FRUIT & FIBRE FRUITY CRUNCH","TESCO","United Kingdom","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits","toasted wheat flakes (73%) [wheat, sugar, barley malt extract, salt, iron, vitamin e, niacin, pantothenic acid, vitamin b12, vitamin d, thiamin, folic acid, riboflavin, vitamin b6], mixed fruits (26%) (raisins, sweetened dried bananas [banana, coconut oil, sugar, flavouring), toasted coconut, dried apple), hazelnut (1%),","4","c","a","367.0","22.0","0.5","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3017760595193","Granola Chocolat Noir","Lu Mondelez International","France","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir,Sablés nappés de chocolat","Farine de blé 37%, chocolat noir 27% [sucre, pâte de cacao, beurre de cacao, graisse végétales (karité, palmé en proportion variable), lactose(de lait), beurre pâtissier, émulsifiants (lécithines de soja, E476) ], huile végétales (palmé, coprah en proportion variable), farine complète de blé 13%, sucre, sirop de sucre, poudre à lever (carbonates de sodium, carbonates d'ammonium) sel, correcteur d'acidité (acide citrique).","4","e","e","498.0","26.0","1.1","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"8715035250307","Sauce soja sucrée","Kikkoman","Belgique,France,Allemagne","Condiments, Sauces, Sauces au soja, Sauces au soja sucrées, en:Groceries","Sucre 35%, sauce soja (eau, graines de _soja_, _blé_, sel) 30%, eau, glucose, vin (anhydride sulfureux), sel, extrait de levure","4","e","a","265.0","52.0","7.1","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"80176800","Nutella","Ferrero","Austria,Belgium,Bulgaria,France,Germany,Hungary,Ireland,Montenegro,Morocco,Réunion,Romania,Senegal,Serbia,Spain,Switzerland,Tunisia,Turkey,United Kingdom,Pakistan","Snacks,Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads","Захар, палмово масло, ЛЕШНИЦИ (13%), обезмаслено МЛЯКО на прах (8,7%), нискомаслено какао на прах (7,4%), емулгатор: лецитини (СОЯ), ванилин.","4","e","d","533.33","56.0","1.07","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"1205243900004","Kafferep","IKEA","France,Germany,Italy","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Chocolate biscuits,Oatmeal biscuits,Chocolate rolled oats biscuits","Sucre, chocolat (23%) (sucre, pâte de cacao², beurre de cacao², émulsifiant [E322]), flocons d'avoine¹ (17%), margarine (matières grasses et huiles végétales [palmier, palmiste, colza], eau, sel, émulsifiant [E471], arôme naturel, acidifiant [E330]), farine de blé, poudre d'oeuf, poudres à lever (E500, E450, E503), amidon. Peut contenir du lait et des amandes.","4","e","b","508.0","41.0","0.65","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"6111203007360","hollandis class 16p","talberjt","en:Morocco","en:cheeses","Lait écrémé reconstitué, matière grasse laitière, fromages, huile de palme, sels de fonte (E452, E450, E341), sel, stabilisant carraghénanes, conservateur: sorbate de potassium, vitamine A, vitamine D","4","unknown","e","287.0","","1.75","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3387390325911","Original Nature","Nestlé,Fitness","Bélgica,Francia,Italia,Portugal,España","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Desayunos,Cereales y patatas,Cereales y derivados,Cereales para el desayuno,Copos,Copos de cereales,en:Extruded cereals,en:Extruded flakes,en:Breakfast cereals rich in fibre,Mezclas de copos de cereales","BLE complet 50,9%, riz 37,3%, sucre, flocons d'AVOINE complète 7,1%, sirop de sucre inverti, extrait de malt d'ORGE, carbonate de calcium, sel, sirop de glucose, mélasse, émulsifiant : mono et diglycérides d'acides gras, antioxydant : extrait riche en tocophérols ; fer, vitamines B3, B5, B6, B2, B9. Peut contenir du lait, des arachides et des fruits à coque.","4","c","e","368.0","11.0","0.9","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3297760097143","Pommes Mangues avec morceaux","Charles & Alice","France,Nouvelle-Calédonie","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Compotes, Compotes de pomme, Desserts de fruits, Compotes pommes mangue, Compotes sans sucres","Mangues 50%, pommes 49,8%, arôme naturel, antioxydant : acide ascorbique.","4","a","a","66.0","13.0","1e-05","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"4014400901405","Merci : Milk Chocolate синий смотка","Merci, Storck","Болгария,Франция,Германия,Венгрия,Румыния,Швейцария,Россия","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Chocolates, Milk chocolates, Filled chocolates, Chocolate filled with praline","sugar, cocoa butter, whole milk powder, hazelnuts (7,6%), cocoa mass, vegetable fats (palm, shea), lactose, buttermilk powder, skimmed milk powder, butterfat, chopped almonds (1,3%), dextrose, emulsifier lecithins (soy), lean cocoa, flavors, salt,","4","e","e","579.0","48.3","0.21","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"6111266070998","Barraani","Baraani","en:Morocco","Hamzafaleh,milk","abricots, sucre, amidon, édulcorant, acésulfame, aspartame, stabilisants, sorbate de potassium, colorants, arôme d'abricot","4","e","d","180.0","44.5","0.25","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3175681257511","Biscuits à l'orange Orange et au graines de Chia","Gerblé, Gerblé Bio","France,La Réunion","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits","Farine de blé* 67,4%, sucre de canne*, huile de tournesol oléique*, graines de chia* 5,2%, son de blé*, oranges déshydratées * 0,9%, farine de riz*, poudres à lever (acide citrique, carbonates de sodium), arôme naturel d'orange.","4","c","b","452.0","18.0","0.22","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3229820762043","Nouilles poulet teriyaki","Tanoshi","France","Produits déshydratés,Pâtes alimentaires,Produits lyophilisés à reconstituer,Nouilles instantanées","_farine de blé_ 68%, huile de palme, sel, poudres à lever (carbonates de sodium, carbonates de potassium, assaisonnement 11% (sel, sucre, arômes, champignons noirs 1.2%, carottes 0.8%, sauce soja (_fèves de soja_, _blé_, maltodextrine de mais, sel), extrait de levure, maltodextrine de maïs, ail, oignons verts 0.2%, oignons, correcteur d'acidité (acide citrique), poivre noir, exhausteur de goût (5'-ribonucléotide disodique), huile de colza. Peut contenir des traces de céleri, _crustacés_, _lait_, _moutarde_","4","unknown","b","84.0","0.6","0.74","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"5024121100475","Raspberry & Apple Soft Oaty Bars","Organix","en:united-kingdom","Toddler-snacks,Oat,Bars,Cereal bars","Wholegrain oats 49.0%, Raisins (contains sunflower oil) 20.6%, Sunflower oil 11.3%, Apple juice concentrate 8.8%, Agave fibre (inulin) 7.8%, Raspberry juice concentrate 2.5%.","4","b","a","411.0","22.0","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"6111259340992","Eyoo cover","EXCELO","Morocco","Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, en:Biscuits-et-gateaux, en:Biscuits-fourres, en:Snacks-sucres, Biscuit-au-cacao-avec-fourrage-goût-vanille-et-enrobé-au-cacao","Sucre, Farine de blé tendre, Graisses végétales (Palme, Karité), Cacao en poudre, Sirop de glucose, Amidon de maïs, Poudre de lait, Poudre de lactosérum, Lait entier en poudre, Masse de cacao, Poudre à lever (Bicarbonate de sodium et d'ammonium), Sel, Emulsifiant (Lécithine de soja (E322), et Vaniline.","4","c","d","452.0","0.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"4056489287513","Pan integral sin azucares añadidos","LIDL","Spain, en:france","Pan integral","65% harina integral de trigo, agua, levadura, 1,6% aceite de girasol, sal, conservadores: propionato cálcico, ácido sórbico, sorbato potásico; emulgentes: ésteres monoacetil y diacetil tartáricos de monoglicéridos y diglicéridos de ácidos - grasos, monoglicéridos y diglicéridos de ácidos grasos, estearoil-2-lactilato sódico; gluten de trigo, corrector de acidez: ácido láctico; fibra de trigo, agentes de tratamiento de la harina: ácido ascórbico, L-cisteína, fosfatos de calcio, trazas de granos de sésamo, soja, mostaza,  azúcares naturalmente presentes.","4","b","unknown","233.0","3.0","1.2","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3095757697105","Blanc de Poulet  - 25% de Sel*","Fleury Michon","France","Viandes et dérivés, Charcuteries, Charcuteries cuites, Blancs de volaille en tranches, Blancs de poulet en tranches","Filet de poulet 94%, bouillons (eau, _céleri_, plantes aromatiques, oignon, épices, huile de tournesol), sel, jus concentré de _céleri_, dextrose de maïs, ferments, antioxydant : ascorbate de sodium, colorant : caramel ordinaire.","4","b","e","103.0","0.5","1.4","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"8712566133987","Wholegrain Mustard","Maille","Royaume-Uni","Condiments, Sauces, Mustards, Groceries","spirit vinegar, mustard seeds, water, salt, white wine (4,8%) (contains suiphite), sugar, natural flavouring, acid (lactic acid)","4","e","b","176.0","6.0","5.2","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"5010477348555","Country Crisp 4 Noix","Jordans","France","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales aux fruits à coques,Pépites de céréales croustillantes,Pépites de céréales aux fruits à coques,Céréales pour petit déjeuner riches en fibres","Céréales complètes (48%) (flocons d'avoine, farine d'avoine), sucre, noix (14%) (noisettes grillées en morceaux et entières, amandes effilées et entières, morceaux de noix du Brésil, éclats de noix de pécan), flocons d'orge, huile de tournesol, farine de riz, noix de coco séchée, arôme naturel.
Peut contenir également : Autres sources de gluten, autres noix.","4","c","e","465.0","18.0","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"20435684","Biscuits Complets Avoine et blé Bio","Aachener Zucker- und Backwaren Paul Schaeffer, Lidl, Sondey","Frankreich,Deutschland","Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits sucrés & biscuits apéritifs, Biscuits, Biscuits au chocolat, Biscuits à l'avoine","30% flocons d'avoine complète, 25% chocolat au lait (sucre, beurre de cacao, lait en poudre entier, pâte de cacao, émulsifiant: lécithines (tournmesol)), sucre, graisse de palme, 11% farine de blé complet, sirop de sucre inverti, poudre à lever: carbonates de sodium; sel, sirop de betterave à sucre, arôme naturel de vanille","4","e","b","504.0","32.8","0.61","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"40122274","Cornichons aigres-doux Recette Paysanne","Kûhne","France","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Conserves,Légumes et dérivés,Aliments à base de plantes en conserve,Pickles,Légumes en conserve,Pickles d'origine végétale,Pickles de légumes,Pickles de concombres,Cornichons,Cornichons aigres-doux,Cornichons au vinaigre,Concombres","Cornichons, eau, vinaigre d'alcool, sirop de glucose-fructose, sel, sucre, aneth, oignon, poivron rouge, graines de moutarde, arôme.","4","c","a-plus","30.0","4.7","1.3","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"5060770730274","Kombucha Fraise et Pêche","Nexba","United Kingdom, France","Beverages, Fermented foods, Fermented drinks, Tea-based beverages, Kombuchas, Boissons et préparations de boissons, Boissons gazeuses, Boisson gazeuse aux fruits","Eau de source naturellement pétillante, kombucha naturellement fermenté (eau, thé oolong, sucres*, cultures de kombucha), édulcorant Goodsxeet* (érythritol, glycosides de stéviol), régulateur d'acidité (acide citrique), fibre végétales solubles, arômes naturels, cultures vivantes (bacillus coagulans). 
*Les sucres sont entièrement consommés pendant la fermentation.","4","c","c","2.0","0.0","0.02","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"4056489258346","High Protein Joghurterzeugnis - Heidelbeere","Milbona","Bulgaria,Croatia,Germany,Lithuania,Romania,Slovenia,Spain,Switzerland","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits","79% пастьоризирано обезмаслено мляко, млечен белтък, 5% боровинки, 1,5% сок от боровинка от концентрат, царевично нишесте, оцветяващ концентрат от морков, подсладители: еритритол, сукралоза, ацесулфам К; млечнокисели култури, лактаза, естествен ароматизант.","4","a","unknown","65.0","4.0","0.21","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"8722700136224","Salsa original","Ligeresa","España","Condimentos,Salsas,Mayonesas,Mayonesas ligeras","Agua, aceite de soja 25%, vinagre de vino, almidón de _trigo_, yema de _huevo_, azúcar, sal, jarabe de glucosa deshidratado, almidón modificado, espesantes (goma garrofín, goma guar), colorante (carotenos), aroma.","4","d","d","277.0","2.4","0.9725","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"8410261643014","Simon life","Don Simón","France,Spain,Morocco","Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Zumos y néctares, Zumos de frutas, Zumos de naranja","water, sugar, orange juice from concentrate, citric acid, flavorings, sweeteners, aspartame, acesulfame k, stabilizers, gum arabic, glycerol esters of wood rosin, color, beta-carotene","4","d","d","20.0","4.8","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"4056489194507","Pain de mie grande tranche gourmet céréales","Lidl","en:fr","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains de mie aux céréales","49 % farine de blé (Origine: France), eau, 10,2% flocons de blé malté torréfié (Origine : France, Allemagne), 3,6% graines de tournesol décortiquées (Origine : Bulgarie, Hongrie), gluten de blé, 2,5% flocons de blé (Origine : France, Allemagne), levure, 1,9% flocons de seigle malté (Origine: France, Allemagne), sucre, huile de colza, sel, vinaigre d'alcool, émulsifiant: mono - et diglycérides d'acides gras; conservateur : propionate de calcium ; 0,2% graines de lin brun (Origine Royaume-Uni, Allemagne, Pologne, Moldavie), 0,2% graines de millet décortiquées (Origine : Ukraine), 0,2% graines de pavot bleu (Origine : France, République Tchèque), 0,26% farine d'orge maltée torréfié (Origine : France, Allemagne), antioxydant: acide ascorbique. Traces éventuelles de soja et graines de sésame. : France, Russie, Kazakhstan, Suède,","4","c","a-plus","290.0","5.8","1.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"20720018","Plain Bagels","Rowan Hill Bakery","United Kingdom","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Bagel breads","Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Rye Flour, Yeast, Sugar, Rapeseed Oil, Maize, Salt, Preservatives: Calcium Propionate; Wheat Gluten, Malted Barley Spirit Vinegar, Flour Treatment Agent: Ascorbic Acid","4","c","a","264.0","5.06","0.787","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3083681001808","Haricots Coco cuisinés aux Tomates","Cassegrain","France","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Légumineuses et dérivés,Conserves,Légumineuses,Graines,Légumes et dérivés,Aliments à base de plantes en conserve,Graines de légumineuses,Plats préparés,Légumes en conserve,Légumineuses sèches,en:Common beans,Légumes préparés,Légumineuses en conserve,Haricots blancs,Haricots à la tomate,Haricots en conserve,Haricots cocos blancs, en:Vegetables - Prepared/Processed (Shelf Stable)","Eau, haricots blancs secs trempés 37%, tomates 11%, purée de tomates mi-réduite 8%, sel, sucre, extrait de levure, ail en poudre, sauge 0,1%, persil 0,05%, arôme naturel, carottes en poudre, tomates en poudre, oignons en poudre, safran, arôme naturel de thym, une feuille de laurier.","4","b","b","74.0","1.4","0.78","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3660140958752","Savane tout choco","Brossard","en:fr","Snacks, Desserts, Sweet snacks, Biscuits and cakes, Cakes, Chocolate soft cake, en:chocolate-cakes","Farine de blé 18,5 %, œufs frais, sucre, huile de colza, chocolat 11,9% (sucre, pâte de cacao, beurre de cacao, émulsifiant : lécithines (soja), arôme naturel de vanille), chocolat en poudre 6,8% (sucre, cacao en poudre), stabilisant glycérol, fibre soluble de blé, blanc d'œufs, sirop de glucose, fibre de racine de chicorée, amidon de blé, poudres à lever : tartrates de potassium carbonates de sodium, conservateur: sorbate de potassium, arôme. Présence possible de: arachides, fruits à coque, lait.","4","d","d","408.0","26.0","0.25","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"8720182248732","Sabor casero","Calvé","Spain, en:morocco","Condimentos,Salsas,Mayonesas","Agua, aceite de soja 40%, vinagre de vino blanco 5.6%, yema de _huevo_ 3.2%, almidón modificado, almidón de _trigo_, azúcar, sal, sal mineral de potasio, zumo de limón concentrado, espesante (goma guar), aromas.","4","d","d","384.0","1.5","0.73","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3073781192186","La vache qui rit","La vache qui rit","Frankrijk","Dairies, Fermented foods, Fermented milk products, Cheeses, Spreads, Salted spreads, Cheese spreads, Cheeses (perishable), Melted-cheese, fr:Produits laitiers  Produits fermentés  Produits laitiers fermentés  Fromages, en:processed-cheeses","LAIT écrémé réhydraté (origine : France), FROMAGES, BEURRE, protéines de LAIT, sel de fonte : polyphosphates, calcium, concentré de minéraux du LAIT, concentré lactique LAITIER.","4","d","d","232.0","6.5","1.7","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"8480000057105","Pechuga de Pavo Cocida 92%","Hacendado","en:spain","Pechuga de pavo","Pechuga de pavo (92%), agua, cloruro sódico, jarabe de glucosa, estabilizantes (E-451i, E-407), aroma, cloruro potásico, antioxidante (ascorbato sódico), conservador (nitrito sódico).","4","c","e","89.0","0.8","1.875","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"5059319016603","Special K Granola con avena Dark chocolate","K, Kellogg","Itália,Espanha,Portugal","Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e batatas,Cereais e seus produtos,Cereias para pequeno-almoçco,Cereais de chocolate,en:Crunchy cereal clusters,en:Cereal clusters with chocolate,Cereais Pequeno almoço","_Avena_ integral 66%, chocolate negro 10% (pasta de cacao, azúcar, grasa de _leche_, emulgente (lecitina de girasol)), azúcar, aceite de girasol, harina de _trigo_ 6%, fibra de maíz, jarabe de glucosa, _cebada_ inflada 2%, emulgente (lecitina de _soja_), aroma natural, aroma natural, extracto de malta de _cebada_.","4","c","e","469.0","13.0","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"6111017040881","Napolitain noir","Aiguebelle","France,Morocco","Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs","Masse de cacao (Côte d'ivoire, Ghana), sucre, poudre de cacao, beurre de cacao, émulsifiant : lécithine de soja (E322), arôme artificiel vanilline.","4","e","e","507.0","28.0","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"6111242106024","Luncheon au boeuf","","en:ma","Conserves, Viandes et dérivés, Viandes, Viandes en conserve","viande de boeuf, gras de boeuf, eau, amidon, sel, stabilisants, isolat protéique de soja, dextrose, épices, sucre, extrait d'épices, antioxydant, exhausteur de goût","4","unknown","unknown","","","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"6111031005255","miredina","Mondelez","Morocco","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Sponge cake with fruit mousse","Sucre, Huile Végétale Non Hydrogénée (Palme, Palmiste, Soja), Farine de Blé, oeuf, Humectants (Glycérine, Sorbitol), Sirop de Glucose, Cacao Maigre en Poudre, Perméat de Lactosérum (de Lait), Amidon de Mais, Poudres à Lever (Pyrophosphate de Sodium Acide, Bicarbonate de Sodium), Emulsifiants (de Source Végétale Mono-et diglycerides D'Acides Gras, Lécithine de Soja), Correcteur d'Acidité (Acide Citrique), Conservateurs (Sorbate de Potassium, Acide bique), Sel, Arôme Artificiel (Chocolat), Epaississant (Gomme Xanthane).","4","e","d","403.0","38.0","0.54","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3046920029780","Excellence Noir Subtil Doux 70% Cacao","Lindt Excellence","Australia,Austria,Denmark,France,Germany,Morocco,New Zealand,Spain,Switzerland","Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar with more than 70% cocoa, en:extra-fine-dark-chocolates","Pâte de cacao 70%, sucre, beurre de cacao, émulsifiant (lécithine de soja), vanille.","4","e","e","610.0","29.0","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3700214610046","Chocolat noir aux éclats d'amandes","Alter Eco","France","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolates,Dark chocolates,Chocolates with almonds,Dark chocolates with almonds","Pâte de cacao** (Pérou), sucre de canne**, éclats d'amandes (12%), beurre de cacao**, émulsifiant lécithine de tournesol, gousse de vanille**. Peut contenir du soja, du lait et d'autres fruits à coque. 100% des ingrédients agricoles sont issus de l'agriculture biologique.","4","e","c","554.0","38.0","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"20005672","Erdnüsse, pikant gewürzt","Alesto","Германия,Испания,България","pflanzliche-lebensmittel-und-getränke, pflanzliche-lebensmittel, hülsenfrüchte-und-hülsenfruchtprodukte, hülsenfrüchte, nüsse-und-nussprodukte, nüsse, geröstete-nüsse, erdnüsse, geröstete-erdnüsse, ru:закуски, bg:зеленчуци, bg:зеленчуци-и-зеленчукови-продукти, bg:растителни-храни, bg:растителни-храни-и-напитки, bg:фъстъци, bg:ядки, bg:ядкови-продукти","Erdnusskerne, Speisesalz, Weizenmehl, Geliermittel: Gummi arabicum, Sorbit, Gewürze, Aroma, Farbstoff: Paprikaextrakt. Kann Spuren von Schalenfrüchten enthalten.","4","unknown","e","590.0","1.7","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"4088600201832","Organic Peruvian 70% cocoa dark chocolate","Aldi,Moser Roth","United Kingdom","Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates","nutrition this pack contains, organic cocoa mass, organic cane sugar, organic cocoa butter, emulsifier: organic lecithins (soya), organic vanilla extract, typical values per 100g per 2 energy fat","4","e","d","584.0","28.0","0.05","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"8445290549754","Babicao","Nestlé","en:France","Céréales au chocolat","Farine 86% (de blé hydrolysée, , de blé, d'orge, de seigle de maïs et d'avoine complète), sucre, cacao maigre en poudre 4,5%, vitamines A, B1, B3, B6, C, D, E), arôme naturel de cacao, arôme naturel, vanilline, minéraux (fumarate ferreux, sulfate e zinc, iodure e potassium)","4","c","d","385.0","30.3","0.1","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3664346306621","Fine & Gourmande Noir 70%","Fine gourmande,Poulain","France,Maroc","Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats édulcorés,Chocolats noirs,Chocolats noirs aux édulcorants,Chocolat noir en tablette extra dégustation à 70% de cacao minimum","Pâte de cacao, édulcorant (maltitol), beurre de cacao, cacao maigre en poudre, arôme naturel, émulsifiant (lécithines de soja). Cacao : 70% minimum. Contient des traces de lait. Peut contenir céréales et fruits à coque. Une consommation excessive peut avoir des effets laxatifs.","4","d","e","539.0","0.5","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
"3242274032050","Salade & Compagnie - Montmartre","Sodebo","France","Meals, Prepared salads, en:pasta-salads","Salade composée 80%: spécialités céréalières cuites (eau, semoule de BLE dur, OEUF, épices), OEUF, salade 11%, jambon de porc, EMMENTAL, jus de citron, huile de colza et/ou tournesol, eau, dextrose, ferments, antioxydant: erythorbate de sodium, conservateur: nitrite de sodium, sel, arôme naturel, plantes aromatiques. Sauce vinaigrette balsamique à la moutarde 7%: vinaigre de vin (SULFITES), huile de colza, huile d'olive vierge, moût de raisin, vinaigre d'alcool, eau, amidon de maïs, sel, graines de MOUTARDE. Cookie au chocolat 7%: sucre, farine de BLE, OEUF, BEURRE, huile de colza, pâte et beurre de cacao, poudre de cacao maigre, poudre à lever: bicarbonate de sodium, émulsifiants: lécithines (SOJA), arôme naturel, sel. Gressins 4% et fourchette 2% : farine de BLE, fibre de BLE, semoule de BLE dur, BEURRE, huile d'olive vierge, huile de colza, eau, levure boulangère, sucre, amidon et/ou fécule, sel, graines de pavot. Ce produit peut contenir du soja, du poisson, des fruits à coque et d'autres céréales contenant du gluten. Porc origine UE","4","c","unknown","199.0","3.7","0.55","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)"
